url,font_size,bg_color,fg_color,element_text,html_tag_type,link_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.compactlists.com/,13px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",Do Not Sell My Personal Information,a,http://privacy.compactlists.com/request/opt-out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.Claritas.com,13px,"rgba(0, 0, 0, 0)","rgba(44, 46, 53, 1)",Do Not Sell or Share My Personal Information,a,https://privacyportal.onetrust.com/webform/68582716-6ce4-4f6e-bf08-78371b5f3292/6c7dc52d-0e2b-481f-9256-0755179e3783.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.edvisors.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.maxmind.com,14px,"rgba(0, 0, 0, 0)","rgba(118, 118, 118, 1)",,a,https://www.maxmind.com/en/opt-out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.maxmind.com,14px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",Do Not Sell My Personal Information,a,https://www.maxmind.com/en/opt-out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.deloitte.com,12px,"rgba(0, 0, 0, 0)","rgba(0, 0, 0, 1)",Do Not Sell or Share My Personal Information,a,https://www2.deloitte.com/us/en/footerlinks1/do-not-sell-my-personal-information.html?icid=bottom_do-not-sell-my-personal-information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.pacificeast.com,12px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",Do Not Sell or Share My Personal Information,a,https://www.pacificeast.com/contact-us-privacy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.adrearubin.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.calibrant.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.arity.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.infofree.com,10px,"rgba(0, 0, 0, 0)","rgba(0, 0, 0, 1)",,span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.infofree.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.crosspixel.net,11px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",OPT OUT (DO NOT SELL MY INFORMATION),a,https://privacy.crsspxl.com/optout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.crosspixel.net,10px,"rgba(0, 0, 0, 0)","rgba(71, 71, 71, 1)",OPT OUT (DO NOT SELL MY INFORMATION),a,https://privacy.crsspxl.com/optout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.beenverified.com-www.peoplelooker.com-www.neighborwho.com-www.numberg...,error,error,error,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.taboola.com,14px,"rgba(0, 0, 0, 0)","rgba(51, 51, 51, 1)",Do Not Sell My Personal Info,a,https://www.taboola.com/policies/privacy-policy#notice-to-individuals-in-the-state-of-california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.melissa.com/,14px,"rgba(0, 0, 0, 0)","rgba(0, 163, 224, 1)",Do not sell my personal information,a,https://apps.melissa.com/user/consumerprivacy.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://path2response.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.anteriad.com,12px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",CA Do Not Sell My Personal Information,a,https://privacyportal.onetrust.com/webform/e32c5e49-85c5-4969-bfa8-8cde49952e1f/ca578cee-9862-432c-a50e-8c9f175c333e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://databaseusa.com/,14px,"rgba(0, 0, 0, 0)","rgba(11, 70, 188, 1)",Do Not Sell My Personal Information – Virginia (VCDPA),a,https://privacycompliance.biz/databaseusa-vcdpa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.allwebleads.com,14px,"rgba(0, 0, 0, 0)","rgba(108, 117, 125, 1)",Limit/Do Not Sell/Do Not Share My Personal Information,a,https://dnc.allwebleads.com/Unsubscribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.agrgroupinc.com/,17px,"rgba(0, 0, 0, 0)","rgba(222, 148, 59, 1)",DO NOT SELL OR SHARE MY PERSONAL INFORMATION,a,https://www.agrgroupinc.com/#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.leadspace.com/,16px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",Do Not Sell My Personal Information,a,https://www.leadspace.com/do-not-sell-form/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.eprodirect.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://limeleads.com,15px,"rgba(0, 0, 0, 0)","rgba(234, 234, 234, 1)",Do Not Sell My Data,a,https://www.limeleads.com/about-us/privacy-center/do-not-sell-my-data-request/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://mediasourcesolutions.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.connectedinvestors.com,16px,"rgba(0, 0, 0, 0)","rgba(153, 153, 153, 1)",Do Not Sell Or Share My Personal Information,a,https://connectedinvestors.com/content/do-not-sell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.truedata.co,12px,"rgba(0, 153, 204, 1)","rgba(255, 255, 255, 1)",DO NOT SELL MY PERSONAL INFORMATION,a,https://info-prod.truedata.co/opt-out-request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.experian.com/healthcare/,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.telephonelists.biz,15px,"rgba(0, 0, 0, 0)","rgba(101, 111, 136, 1)",Do Not Sell My Personal Information,a,https://www.evs7.com/personal-information-request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://searchbug.com,13px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",Do Not Sell My Info,a,https://www.searchbug.com/ccpa.aspx#DoNoSell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.experian.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ubermedia.com,12.6667px,"rgba(0, 0, 0, 0)","rgba(63, 64, 63, 1)",,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ubermedia.com,12px,"rgba(0, 0, 0, 0)","rgba(74, 76, 76, 1)",DO NOT SELL MY PERSONAL INFORMATION,a,https://near.wirewheel.io/privacy-page/614c395a6a9fca00143453ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.apollointeractive.com/,12px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",Do Not Sell My Personal Information,a,https://www.apollointeractive.com/data-rights.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.truthfinder.com,16px,"rgba(0, 0, 0, 0)","rgba(59, 59, 59, 1)",Do Not Sell My Personal Information,a,https://www.truthfinder.com/privacy-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.truthfinder.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.instantcheckmate.com,16px,"rgba(0, 0, 0, 0)","rgba(62, 62, 62, 1)",,script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.instantcheckmate.com,14px,"rgba(0, 0, 0, 0)","rgba(51, 139, 186, 1)",Do Not Sell My Personal Information,a,https://www.instantcheckmate.com/privacy-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.pubmatic.com,14px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",DO NOT SELL MY PERSONAL INFORMATION,nobr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.windfalldata.com,14px,"rgba(0, 0, 0, 0)","rgba(51, 56, 64, 1)",Do Not Sell My Info,a,https://www.windfall.com/do-not-sell-my-info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.wealthengine.com/,16.8017px,"rgba(0, 0, 0, 0)","rgba(106, 106, 106, 1)",Do Not Sell,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.wealthengine.com/,18px,"rgba(0, 0, 0, 0)","rgba(51, 51, 51, 1)",,script,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://outbrain.com,11px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",Do Not Sell Or Share My Personal Information,a,https://my.outbrain.com/recommendations-settings/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cyndx.com,14px,"rgba(0, 0, 0, 0)","rgba(74, 144, 226, 1)",Do Not Sell My Personal Information,span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.nexxagroup.com,14px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",DO NOT SELL MY INFORMATION,a,https://www.nexxagroup.com/corporate-overview/consumer-opt-out/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.nexxagroup.com,error,error,error,error,error,error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.completemedicallists.com/,14px,"rgba(0, 0, 0, 0)","rgba(0, 177, 235, 1)",Do Not Sell My Personal Information,a,http://www.completemedicallists.com/ccpa.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.CompleteMailingLists.com,12.8px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",DO NOT SELL MY PERSONAL INFORMATION,a,https://www.completemailinglists.com/node/3697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.foursquare.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.n-focus.com/~nfci/index.php/privacy-policy/,16px,"rgba(0, 0, 0, 0)","rgba(150, 89, 19, 1)",“Do Not Sell or Share My Personal Information” request page,a,https://www.n-focus.com/~nfci/index.php/do-not-sell-request/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.n-focus.com/~nfci/index.php/privacy-policy/,16px,"rgba(0, 0, 0, 0)","rgba(0, 0, 0, 1)",You have the right to request that we limit the use of your sensitive personal information. You may exercise your Right of Restriction by submitting a Do Not Sell request via our “Do Not Sell or Share My Personal Information” request page or by calling us at (844) 201-3013. This page has more information about how you can verify your identity or designate an authorized agent to submit a request on your behalf.,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.n-focus.com/~nfci/index.php/privacy-policy/,12px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",Do Not Sell or Share My Personal Information,a,https://www.n-focus.com/do-not-sell-or-share-my-personal-information/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://webbula.com/,12px,"rgba(0, 0, 0, 0)","rgba(204, 204, 204, 1)",Do Not Sell My Information,a,https://webbula.com/opt-out-request/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.martin-data.com,16px,"rgba(0, 0, 0, 0)","rgba(0, 106, 176, 1)",Do Not Sell or Share My Personal Information – Virginia (VCDPA),a,https://www.martindataoptout.com/VA.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.digitalsegment.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://dstillery.com/,8px,"rgba(0, 0, 0, 0)","rgba(255, 254, 255, 1)",DO NOT SELL MY PERSONAL INFORMATION,a,https://dstillery.com/do-not-sell-my-personal-information/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://dstillery.com/,13.008px,"rgba(255, 255, 255, 1)","rgba(108, 192, 74, 1)",Do Not Sell My Personal Information,button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://dstillery.com/,19.2px,"rgba(0, 0, 0, 0)","rgba(105, 105, 105, 1)",,h2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://researchusallc.com/,16px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",Do Not Sell My Personal Information-Virginia (VCDPA),a,https://privacycompliance.biz/researchusallc-vcdpa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.hybridtheory.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.groundtruth.com,12.6px,"rgba(0, 0, 0, 0)","rgba(85, 155, 171, 1)",Do Not Sell/Share My Personal Information,a,https://www.groundtruth.com/california-ccpa-rights/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.mediamath.com/,12px,"rgba(0, 0, 0, 0)","rgba(136, 136, 136, 1)",Do Not Sell/Share My Personal Information,a,https://www.mediamath.com/privacy-policy/ccpa-optout/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.realsourcedata.com,12px,"rgba(0, 0, 0, 0)","rgba(177, 177, 177, 1)",DO NOT SELL MY PERSONAL INFORMATION,a,https://realsourcedata.com/privacy-policy/do-not-sell-my-personal-information/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.xome.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.i-360.com,16px,"rgba(0, 0, 0, 0)","rgba(255, 255, 255, 1)",Do Not Sell or Share My Personal Information,a,https://privacyportal-cdn.onetrust.com/dsarwebform/77dff651-9f08-40cd-99fe-a7c487b2504d/7211c3b3-750a-4422-8ccb-3dab5b4ec36c.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.Wiland.com,empty,empty,empty,empty,empty,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.techtarget.com,10.24px,"rgba(0, 0, 0, 0)","rgba(128, 128, 128, 1)",DO NOT SELL OR SHARE MY PERSONAL INFORMATION,a,https://techtarget.zendesk.com/hc/en-us/requests/new?ticket_form_id=360004852434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
